中文,英文
林业生产经营管理决策支持系统,forestry production management and decision support system
纯林,pure forest
测树器,dendrometer
中国主要造林树种数据库,database of major tree species for afforestation in China
林业信息系统,forestry information system
森林资源档案,forest resource archives
森林资源信息系统,forest resource information system
可控木材,controlled wood
转基因树木,genetically modified tree
森林产品及服务,forest goods and services
审核发现,audit finding
批次号码,batch number
不可控木材,uncontrolled wood
纠正措施要求,corrective action request
非政府组织,non-government organization
森林认证机构,forest certification body
阈值体系,threshold system
森林认证认可计划体系,program for the endorsement of forest certification scheme
产品标识,product label
完全森林管理委员会材料,FSC-pure materials
转换系数,conversion factor
森林认证标准,forest certification standard
不符合项,non-compliance
不可接受的来源,unacceptable sources
干扰树,disturbing tree
森林调查,forest inventory
中等木,intermediate tree
小班调查,in-place inventory
撂荒地,abandoned land
法正收获量,normal yield
法正龄级分配,normal age-class distribution
采伐迹地,cutting blank
林场,forest farm
地位指数,site index
细班,subplot
林木分类,tree classifying
林木分级,tree classification
法正蓄积量,normal growing stock
林分,stand
复层混交林,stratified mixed stand
胸高断面积,basal area
龄级比例轮伐面积,proportionate area by age class
龄组,age group
整群抽样,cluster sampling
郁闭度,crown density
指率,indicating percent
目标林,objective forest
作业调查,forest operational inventory
幼龄林,young forest
森林生态系统经营,forest ecosystem management
适应性整群抽样,adjusted cluster sampling
生长方程,growth equation
价格生长,price increment
森林期望价,forest expectation value
二阶抽样,two-stage sampling
近自然度,degree of naturalness
近熟林,near-mature forest
望点,Pressler reference point
树高曲线,height curve
森林作业法,silvicultural system
每木调查,tally
望高,Pressler height
绝对形率,absolute form quotient
伐区,cutting area
立木,standing tree
森林经理复查,revision of forest working plan
林冠[层],forest canopy
森林采伐,forest harvesting
采伐许可证,felling license
乔林,high forest
森林经营者,forest manager
平分法,frame work method
测皮器,bark gauge
完全森林管理委员会产品,FSC-pure product
同龄林,even-aged forest
林业数据库,forestry database
测高器,hypsometer
小头直径,top diameter
中央直径,mid-diameter
林木生长预测系统,tree growth projection system
林业信息技术,forestry information technology
森林资源管理信息系统,forest resource management information system
森林植物检疫管理系统,forest plant quarantine management system
森林资源规划设计调查数据库,database of forest inventory and design
森林病虫害数据库,forest disease and pest database
林业数据处理,forestry data process
林业决策支持系统,forestry decision support system
森林资源评价系统,forest resource evaluation system
围尺,diameter tape
标准采伐量,standard cut
塔里夫材积表,Tarif table
出材量表,timber assortment table
林分出材率,outturn of stand
标准收获表,normal yield table
收获调整法,method of yield regulation
生长量法,growth method
可变密度收获表,variable density yield table
地区收获表,local yield table
角规,angle gauge
棱镜角规,prism
龄级法,age-class method
三元材积表,three-way volume table
二元材积表,standard volume table
林业专家系统,forestry expert system
经验生长模型,empirical growth model
主林木数量成熟,quantitative maturity of principal tree
中林作业,composite method
实验形数,experimental form factor
中林,composite forest
原木材积,log volume
平均标准木法,method of mean sample tree
平均木,average tree
森林分布图,forest map
龄级期,age-class period
望高法,Pressler method
过程生长模型,process-based growth model
树冠比,crown ratio
林分表,stand table
优势木,dominant tree
法正林,normal forest
放牧地,pasture range
林分结构,stand structure
非林地,non-forestry land
林龄向量,age-class vector
荒地,waste land
过熟林,overmature forest
自然区划法,natural division method
去皮直径,diameter inside bark
小班经营法,subcompartment-based management
生长模型,growth model
林龄,stand age
森林经营方案,forest management plan
林相,forest form
进界生长,ingrowth
平均年生长量,mean annual increment
允许采伐单位,allowable cutting unit
3p抽样,sampling with probability proportional to prediction
固定标准地,permanent standard plot
林分密度,stand density
森林可持续经营,sustainable forest management
绝对同龄林,absolute even-aged forest
形状指数,form exponent
异龄林,uneven-aged forest
劳动生产率最高成熟,maturity of largest labor productivity
径阶分布模型,diameter class distribution model
实积,solid content
纯收益,net income
形率,form quotient
经济成熟,economical maturity
立木度,stocking percent
混合生长模型,hybrid growth model
森林成图,forest mapping
树皮率,percent of bark
化学品,chemical
认证,certification
再生森林管理委员会产品,FSC-recycled product
认可机构,accreditation body
森林管理委员会材料,FSC materials
二次加工,secondary processing
副产品,by-product
百分比声明,percentage-based claimed
审核准则,audit criteria
森林破碎化,forest fragmentation
使用权,use right
回收木材,reclaimed wood
审核结论,audit conclusion
形数,form factor
森林评价,forest evaluation
树干材积,stem volume
山洪排导工程,torrential flood drainage works
通用土壤流失方程,universal soil loss equation
水土保持区划,soil and water conservation regionalization
水土保持调查,soil and water conservation survey
坡面蓄水工程,water storage works on slope
土壤养分流失,loss of soil nutrient
土壤侵蚀潜在危险,soil erosion potential danger
土壤侵蚀调查,soil erosion survey
土壤抗蚀性,soil anti-erodibility
水土保持社会效益,social benefit of soil and water conservation
输沙模数,sediment delivery modulus
沟头防护工程,gully head protection works
冲积扇,alluvial fan
草皮泄水道,grass waterway
盐漠,salty desert
水平阶,level bench
陷穴,sink hole
谷坊,check dam
拦水沟埂,water retaining ditch and ridge
浅沟侵蚀,shallow gully erosion
缝隙坝,slit dam
荒漠化,desertification
沟床固定工程,gully bed slabiligation works
等高带状间作,contour strip intercropping
冻融荒漠化,freeze-thaw desertification
免耕,no-tillage
柳谷坊,willow check dam
土壤侵蚀营力,soil erosion agency
古代侵蚀,ancient erosion
沟道治理工程,gully erosion control works
临界侵蚀坡长,critical erosion slope length
侵蚀基准[面],base level of erosion
浆砌石谷坊,mortar stone check dam
现代侵蚀,recent erosion
沙地,sandy land
流动沙地,shifting sandy land
沙漠化逆转,reversing of sandy desertification
干旱亚湿润区,dry sub-humid area
荒漠化监测,desertification monitoring
林业六大工程,Six Key Forestry Programs
风沙地貌,aeolian sand landform
羽毛状沙丘,feathered dune
山边沟,hillside ditch
风能,wind energy
堤防,levee
坎儿井,kariz
小流域,small watershed
覆盖作物,cover crop
山坡防护林,forest for slope protection
山洪侵蚀,torrential flood erosion
间作作物,catch crop
风成沙,aeolian sand
天然林资源保护工程,Natural Forest Protection Program
排盐技术,drainage salinity technology
吹扬,blowing
星状沙丘,star dune
土地污染,land pollution
灌丛沙堆,shrub coppice dune
洗盐技术,leaching salinity technology
化学沙障,chemical sand barrier
荒漠化气候分区,desertificationprone climate zoning
森林改良土壤,forest amelioration
格状沙丘,reticulate dune
林业生态工程,ecological forestry engineering
退耕还林工程,Program of Converting Farmland to Forest
退耕还草,convert cultivated land into grassland
护牧林,pasture protection forest
林草定向培育,grass oriented cultivation
风向偏角,wind declination angle
作物适应性,adaptability of crop
京津风沙源治理工程,Program of Sandstorm Control Surrounding Beijing and Tianjin
林带结构,shelterbelt structure
防沙林,protection forest against shifting sand
水土保持经济林,economic forest for soil and water conservation
盐渍化,salinization
格栅坝,crib dam
荒漠,desert
干旱程度,degree of drought
横坡耕作,transversal slope cultivation
沙丘链,chain of sand dune
土地适用性评价,appraisal of land suitability
水土流失观测,soil and water loss observation
护岸护滩造林工程,tree planting for beach and coast protection
径流小区观测,runoff observation on plot
鱼鳞坑,fish scale pit
小流域产沙量,sediment yield of small watershed
水土流失重点治理区,key area of soil erosion control
山坡水土保持工程,soil and water conservation works on sloping land
小流域综合治理规划,planning of small watershed management
泥沙输移比,sediment delivery ratio
水土保持经济效益,economic benefit of soil and water conservation
水土保持种草,grassing for soil and water conservation
涝池,pond
水土保持效益,soil and water conservation benefit
封山育林,closing the land for reforestation
区田,pitting field
径流,runoff
土壤盐渍化,soil salination
混合侵蚀,mixed erosion
土壤侵蚀类型,soil erosion type
等高耕作,contour tillage
切沟侵蚀,gully erosion
片蚀,sheet erosion
侵蚀速率,erosion rate
反坡梯田,reversed terrace
地表径流,surface runoff
盐碱滩,salt marsh
等高草带,contour grass strip
滑坡,landslide
土地退化,land degradation
结皮,crust
临界侵蚀坡度,critical erosion slope
戈壁,gobi
尘暴,dust storm
生物固沙,biological fixation of shifting sand
风蚀劣地,wind-eroded badland
半固定沙丘,semifixed dune
风蚀灾害,wind erosion hazard
生态环境,ecological environment
沙障,sand barrier
沙区集水技术,water harvesting technique in sandy and desert area
沙障孔隙度,porosity of sand barrier
物理风化作用,physical weathering
林地土壤改良,amelioration of forest land
封沙育林,enclosing sandy land for tree growing
湿润区,humid area
沉降堆积,sediment accumulation
沙生植物,psammophyte
荒漠植物,desert plant
荒漠化防治工程,desertification control project
沙产业,industry in sandy area
林带,shelterbelt
护坡薪炭林,forest for slope protection and firewood production
海岸防护林,forest for coast protection
梯田坎造林,afforestation on bank of terrace field
固沙造林,afforestation for dune fixation
护岸林,stream bank protection forest
全国野生动植物保护及自然保护区建设工程,National Wildlife Protection and Nature Reserve Conservation Program
重点地区速生丰产林基地建设工程,Fast Growing Timber Base Construction Program in Key Areas
疏透度,light penetrating porosity
防风效应,wind speed reduction effect
堤岸防护林,embankment windbreak forest
水窖,water cellar
降雨侵蚀力,rainfall erosivity
荒溪治理工程,torrent control works
产沙量,sediment yield
护岸工程,bank protection works
沟头泄水工程,gully head drainage works
水土保持林草措施,tree and grass planting for soil and water conservation
水土保持生态效益,ecological benefit of soil and water conservation
沉沙池,sediment deposition pool
小流域产沙模型,sediment yield model of small watershed
水土保持规划,soil and water conservation planning
沟道蓄水工程,water storage works in gully
山坡截流沟,runoff interception ditch on slope
引洪淤地,flood farmland building with sediment
土地利用规划,land use planning
泥沙,sediment
悬移质,suspended load
含沙量,sediment concentration
径流系数,runoff coefficient
拦沙坝,sediment storage check dam
细沟侵蚀,rill erosion
溅蚀,splash erosion
泥流,mud flow
植物篱,vegetation covered ridge
草田轮作,rotation of crop and grass
土壤侵蚀模数,soil erosion modulus
溯源侵蚀,headward erosion
风力侵蚀,wind erosion
沟蚀,gullying
化学侵蚀,chemical erosion
水土保持工程措施,engineering measure of soil and water conservation
泥石流侵蚀,debris flow erosion
土壤次生盐渍化,soil secondary salinization
沙漠化,sandy desertifization
沟壑密度,gully density
鳞片状侵蚀,squamose erosion
冰川侵蚀,glacier erosion
垄作区田,ridge tillage and pitting field
深耕,deep ploughing
加速侵蚀,accelerated erosion
生物治盐,biological measure for improving salinity land
风蚀等级,wind erosion classification
风蚀预报方程,wind erosion prediction equation
封沙育草,enclosing sandy land for grass growing
风积地貌,aeolian landform by deposition
半干旱区,semi-arid area
流动沙丘,shifting dune
风蚀程度,degree of wind erosion
砾浪,gravel wave
飞播治沙,aircraft seeding for desertification control
国际荒漠化防治公约,Convention on Combating Desertification
横向沙丘,transverse dune
风积作用,aeolian deposition
固定沙地,fixed sandy land
干旱区,arid area
荒漠化评价,desertification evaluation
化学固沙,chemical fixation of shifting sand
生物沙障,biological sand barrier
风蚀地貌,wind erosion landform
绿洲林业,oasis forestry
草方格沙障,grass pane sandfence
退耕还林,convert cultivated land into forest
道路防护林,forest for road protection
林带胁地效应,product reducting effect of shelterbelt
防风林,wind protection forest
防浪林,forest against wave wash
雪灾防护林,protection forest of snow disaster
林带宽度,shelterbelt width
农田林网,farmland windbreak network
扬沙,blowing sand
风蚀预报模型,wind erosion prediction model
沙波纹,sandy ripple
荒溪,torrent
盐生植物,recretohalophyte
融雪侵蚀,snow melt erosion
土壤侵蚀分级,soil erosion classification
坡式梯田,sloping terrace
溶蚀,corrosion
土壤流失量,soil loss amount
梯田,terrace
泻溜,earth-debris flow
沙化,desertifization
风蚀洼地,deflation hollow
化学风化作用,chemical weathering
风沙流,blowing sand drift
风蚀壁龛,banforest
物理固沙,physical fixation of shifting sand
抛物线形沙丘,parabolic dune
天然草地改良,improvement of natural grassland
雅丹[地貌],yardang
沙堆,sand mound
岩漠,rocky desert
沙砾碛,sand and gravel mound
防护林体系,protection forest system
引水拉沙,diverting water for sluicing sand
人工绿洲,artificial oasis
天然绿洲,natural oasis
尾闾湖,terminal lake
干旱,drought
风化作用,weathering
起沙风速,threshold wind velocity of sand-moving
新月形沙丘,barchanoid dune
干旱化,aridification
固定沙丘,fixed dune
丘间地,interdune
防沙治沙法,law on combating desertification
“三北”和长江中下游地区等重点防护林体系建设工程,Key Shelterbelt Construction Program in North
护坡放牧林,forest for slope protection and grazing
沟道防护林,protection forest in gully
孔口坝,weep hole dam
水土保持措施,soil and water conservation measure
淤地坝,sediment storage dam for farmland building
小流域综合治理,small watershed management
引洪漫地,flood diversion for irrigation and land reclamation
水土保持,soil and water conservation
水土流失,soil and water loss
荒溪治理,torrent control
小流域可持续经营,sustainable management of small watershed
允许土壤流失量,tolerance of soil loss
雨滴动能,raindrop kinetic energy
土壤侵蚀量,amount of soil erosion
水蚀荒漠化,water-eroded desertification
风蚀荒漠化,wind-eroded desertification
封山育林育草,sealing off mountainous areas for afforestation and grassing
泥石流,debris flow
淋溶侵蚀,leaching erosion
水平沟,horizontal ditch
软埝,broad-base terrace
石坎梯田,stone ridge terrace
土壤侵蚀类型区,soil erosion type zone
重力侵蚀,gravitational erosion
石漠化,rocky desertification
崩塌,rock fall
泥漠,clay desert
水平犁沟,contour furrow
水源涵养林,forest for water source conservation
水土保持林,soil and water conservation forest
绿洲防护林,oasis protection forest
库岸防护林,reservoir bank protection forest
农田防护林,shelterbelt on farmland
透风系数,wind penetrating percentage of shelterbelt
防风固沙林,wind protection and sand fixation forest
土壤侵蚀监测,soil erosion monitoring
输沙量,sediment discharge
推移质,bed load
土壤侵蚀模拟,soil erosion simulation
水损失,water loss
水土流失重点预防区,key area of soil erosion prevention
土壤可蚀性,soil erodibility
侵蚀劣地,erosion badland
治滩造田,river beach reclamation
水土保持法,law of soil and water conservation
水平梯田,bench terrace
崩岗,slope collapse
土壤侵蚀,soil erosion
果树梯田,orchard terrace
面蚀,surface erosion
水土保持耕作措施,soil and water conservation tillage measure
盐渍荒漠化,salinizing desertification
冻融侵蚀,freeze-thaw erosion
地埂,ridge
石谷坊,stone check dam
盐渍土,saline soil
坡地径流损失,slope runoff loss
沟垄耕作,furrow and ridge tillage
带状间作,strip cropping
分选作用,sorting action
常态侵蚀,normal erosion
水力侵蚀,water erosion
地下[水]径流,groundwater runoff
沙垅,sand ridge
化学治盐,chemical measure for improving salinity land
风蚀残丘,wind-eroded mound
沙丘,dune
物理沙障,physical sand barrier
绿洲,oasis
荒漠化程度,desertification degree
极端干旱区,hyper-arid area
风蚀残墩,wind residue by wind erosion
白龙堆,bailongdui
沙暴,sand storm
沙尘暴,sand and dust storm
纵向沙丘,longitudinal dune
生物风化作用,biological weathering
流沙固定,fixation of shifting sand
消浪林,wave dissipation forest
林带横断面,shelterbelt crosssection
沙漠,sandy desert
荒漠化防治,combating desertification
风蚀坑,blowout pit
隔坡梯田,alternation of sloping and bench terrace
景物,view
室内花园,indoor garden
花墙,lattice wall
生态园林,ecological landscaping
绿篱,hedge
夹景,vista
林荫道,boulevard
混合式园林,mixed style garden
游乐公园,amusement park
园林史,landscape history
绿带,green belt
园林艺术,landscape art
树木园,arboretum
园林意境,poetic imagery of garden
盲人公园,park for the blind
墓园,cemetery
囿,hunting park
城市绿地系统规划,urban green space system planning
城市绿化覆盖率,urban coverage ratio
古典园林,classical garden
造景,landscaping
借景,borrow scenery
庭园,courtyard garden
沉园,sunken garden
居住绿地,green space attached to residential land
风景线,landscape line
水榭,water-side pavilion
城市绿地系统,urban green space system
楹联,couplet on pillar
地形设计,topographical design
生物景观类风景区,bio-landscape scenic area
物流仓储绿地,green space attached to logistics and warehouse land
竖向设计,vertical design
舫,simulated boat
岩洞类风景区,caves scenic area
喷泉,fountain
特殊地貌类风景区,scenic area of specified landform
展览温室,conservatory
步石,stepping stone
全市性公园,citywide park
城市风景区,urban scenic area
城市绿地,urban green space
假山,rockery
公园,park
公园绿地,public land
风景名胜区,scenic and historical area
风景名胜,scenery
园林理水,water system layout in garden
灌溉系统,irrigation system
园林植物栽培,garden plant cultivation
季相,seasonal aspect
温室花卉,greenhouse flowering plant
切花保鲜,cut flower preservation
市花,city flower
插花,flower arrangement
鲜切花染色,staining of cut flower
盆花栽培,pot-flower culture
更新修剪,renewal pruning
裸根移植,bare-root transplanting
下木栽植,underplanting
观果植物,plant with ornamental fruit
球根花卉,flowering bulb
名花,famous flower
风景园林技术管理,technical management for park and garden
秋色叶植物,fall-color plant
树木盆景,tree bonsai
冷库,cold storehouse
缀花草坪,decorated flower lawn
调控花期,controlling blooming season
树木养护,management of tree and shrub
植物配置,plant arrangement
绿化,greening
立体绿化,vertical planting
园亭,pavilion
墙园,wall garden
特殊绿地,green space attached to specially designated land
家庭园艺,home gardening
历史名园,historic garden
相地,site investigation
防护带,protective belt
纪念公园,memorial park
儿童公园,children’s park
岩石园,rock garden
皇家园林,royal garden
动物园,zoo
花园,garden
楔形绿地,green wedge
透景线,view corridor
风景园林建筑,landscape building
种植设计,planting design
掇山,making rockery
综合公园,comprehensive park
城市绿线,boundary line of urban green space
园墙,wall in landscape
风景林地,scenic forest land
园林小品,garden furniture
古迹,historic site
汀步,stepping stone on water surface
园台,platform
对外交通绿地,green space attached to municipal utilities
盆景园,penjing garden
广场绿地,square green space
生产绿地,nursery
漏窗,leak window
海滨海岛类风景区,scenic area of seashore and island
丛植,clump planting
花带,ribbon flower bed
园景树,specimen tree
荫棚栽植,cultivation under shade frame
气生植物,aerial plant
花灌木,flowering shrub
岩生植物,rock plant
疏枝,branch thinning
藤本植物,vine
公园管理,park management
基础种植,foundation planting
野生花卉,wild flower
宿根花卉,perennial flower
列植,linear planting
大树移植,big tree transplanting
中心植,central planting
盆景,penjing
花丛,flower clump
攀缘植物,climbing plant
冷窖,cellar
风景园林管理,management for park and garden
架空园,hanging garden
寺庙园林,monastery garden
郊野公园,country park
带状公园,linear park
点景,explanation of scenery
绿地率,ratio of green space
植物园,botanical garden
天际线,skyline
雕塑公园,park for sculpture exhibit
休憩区,recreation area
台地园,terrace garden
规则式园林,formal style garden
区域性公园,local area park
塑山,man-made rockwork
温室,greenhouse
花架,pergola
拱桥,arch bridge
塔,pagoda
公园最大游人量,maximum visitor capacity in park
国家级风景名胜区,national park of China
景群,scenery group
道路绿地,green space attached to urban road and square
排水系统,drainage system
种植成活率,ratio of living tree
匾额,inscribed streamer board on garden building
宅旁绿地,green space beside residential building
附属绿地,attached green space
景区,scenic zone
路牙,curbstone
溪流,rivulet
社区公园,community park
园桥,bridge in landscape
国家公园,national park
干花,dry flower
花卉,flowering plant
带土球移植,transplanting with root
花门,garden arch and plant door
花坛,flower bed
食虫植物,carnivorous plant
园林植物分类,classification of landscape plant
园林植物,landscape plant
草地,turf
游览线,touring route
城市绿化,urban planting
造园,garden making
观赏植物配置,disposition of ornamental plant
花钵,flower pot
室内观叶植物,foliage plant
切花,cut flower
园林养护,park maintenance
观赏植物起源中心,center of origin of ornamental plant
观赏树木,ornamental tree and shrub
园林机具,garden machine and tool
树木修补,tree surgery
行道树,street tree
花篱,flowering hedge
私家园林,private garden
风景园林,landscape architecture
花盆,flower pot
观赏园艺学,ornamental horticulture
民俗风情类风景区,folkways scenic area
陵寝类风景区,scenic area of emperor and notable tombs
城市绿化覆盖面积,urban greenery coverage
纪念地类风景区,memorial places scenic area
署衙园林,agency official garden
自然式园林,natural style garden
别墅,villa
街坊花园,neighborhood garden
主景,mainscenery
框景,enframed scenery
宅园,home garden
风景名胜公园,famous scenic park
植物造景,plant landscaping
地形改造,topographical reform
江河类风景区,rivers landscape area
绿地,green space
置石,rock layout
风景名胜区分类,classification for scenic area
商业服务设施绿地,green space attached to commercial and business land
山石盆景,rockery potted landscape
历史圣地类风景区,scenic area of sacred place
牌坊,monumental gateway
风景名胜区规划,scenic area planning
公用设施绿地,green space attached to public utilities
天然纪念物,natural monument
园廊,veranda
土方工程,earth work
风景资源,landscape resources
风景园林规划,landscape architecture planning
楼阁,storied building
园路设计,garden path design
街旁绿地,roadside green space
湖泊类风景区,lakes scenic area
台榭,terraced building
月洞门,moon gate
省花,provincial flower
国花,national flower
扣水,controlling water
一二年生花卉,annual and biennial flower
树艺学,arboriculture
草坪,lawn
花文化,flower culture
冷床,cold bed
草坪植物,lawn grass
地被植物,ground-cover plant
庭荫树,shade tree
造型修剪,pruning
园林植物学,garden botany
篱架式整枝,espalier
盆景分类,classification of penjing
冷室,cool house
孤植,specimen planting
观赏植物栽培,floriculture
屋顶花园,roof garden
街道花园,streetside garden
配景,entourage
坛庙园林,altar and monastery garden
专类花园,specified flower garden
苑,imperial garden
农业观光园,agricultural sightseeing area
体育公园,athletics park
风景园林设计,landscape architecture design
瀑布,waterfall
山岳类风景区,mountains scenic area
环境容量,environmental capacity
专类公园,specific park
云墙,wave-topped wall
风景园林工程,landscape engineering
园林布局,garden layout
跌水,cascade
居住区公园,residential district park
景点,feature spot
防护绿地,green buffer
公共管理与公共服务设施绿地,green space attached to administration and public services land
壁画石窟类风景区,scenic area of grottos and murals
驳岸,revetment
肉质植物,succulent
室内植物,house plant
花卉装饰,flower decoration
树木整形修剪,training and pruning of tree and shrub
树木造型,topiary
附生植物,epiphyte
古树名木,old and valuable tree
花卉配置,flower arrangement
观赏树木配置,arrangement of ornament tree and shrub
散植,scattered planting
对植,opposite planting
高山植物,alpine plant
风景园林经济管理,economic management for park and garden
花境,flower border
温床,hot bed
花台,raised flower bed
毛毡花坛,carpet bed
荫棚,shade frame
抹头,heading back
观赏植物分类,classification of ornamental plant
树木造型艺术,topiary art
环植,circular planting
花卉园艺学,floriculture
群植,group planting
风景园林生产管理,productive management for park and garden
观赏植物,ornamental plant
露地花卉,outdoor flower
工业绿地,green space attached to industrial land
攀缘绿化,climber greening
