中文,英文
静力检查,hydrostatic check
柯本-苏潘等温线,Koppen Supan line
寇乌气压表,Kew barometer
枯水年,low flow year
快回应传感器,fast-response sensors
陆风锋,land breeze front
马尔可夫链,Markov chain
马盖效应,Macky effect
农业气候图集,agroclimatic atlas
农业气候相似,agroclimatic analogy
谱参数,spectrum parameter
气候景观,climatic landscape
太阳[黑子]极大,solar maximum
微粒辐射,corpuscular radiation
空气质量标准,air quality standard
平流层对流层雷达,"stratospheric and tropospheric radar, ST radar"
平流层光化学,stratospheric photochemistry
坡风环流,slope wind circulation
坡印廷矢量,Poynting vector
变化,variation
不可压缩流体,incompressible fluid
不可预报损失,unpredictable loss
大气移除,atmospheric removal
国际单位制,"system international unit, SI unit"
国际科学联盟理事会,"International Council of Scientific Unions, ICSU"
马尔可夫过程,Markov process
草原气候,prairie climate
草原气候亚类,steppe climate
侧边界条件,lateral boundary condition
侧视雷达,"side-looking radar, SLR"
测不准原理,uncertainty principle
测云镜,cloud mirror
测云雷达,cloud detection radar
层结曲线,stratification curve
层流边界层,laminar boundary layer
层云,"stratus, St"
超高频雷达,UHF radar
程序,routine
程序组,batch
赤道逆流,equatorial countercurrent
赤道气团,equatorial air [mass]
赤道潜流,equatorial undercurrent
初始化变分方法,variational method for initialization
垂直风速仪,vertical anemoscope
垂直环流,vertical circulation
垂直空间剖面图,vertical section [figure]
垂直能见度,vertical visibility
磁层顶,magnetopause
磁感风杯风速表,cup-generator anemometer
次天气尺度系统,subsynoptic scale weather system
粗网格,coarse mesh
大陆性气溶胶,continental aerosol
大气,atmosphere
大气本底[值],atmospheric background
大气边界层,atmospheric boundary layer
大气波,atmospheric wave
大气反演,atmospheric retrieval
大气放射性,atmospheric radioactivity
大气光化学,atmospheric photochemistry
大气光解[作用],atmospheric photolysis
大气候学,macroclimatology
大气化学,atmospheric chemistry
大气环境,atmospheric environment
大气环流,"atmospheric circulation, general atmospheric circulation"
大气环流模式,"general circulation model, GCM"
大气浑浊度,atmospheric turbidity
大气活动中心,atmospheric center of action
大气科学,atmospheric science
大气可预报性,atmospheric predictability
大气扩散,atmospheric diffusion
大气扩散方程,atmospheric diffusion equation
大气偏振,atmospheric polarization
大气起源,origin of atmosphere
大气强迫,atmospheric forcing
大气湍流,atmospheric turbulence
大气扰动,atmospheric disturbance
大气探测,atmospheric probing
大气涡旋,atmospheric vortex
大气污染,atmospheric pollution
大气物理[学],atmospheric physics
大气吸收,atmospheric absorption
大气现象,atmospheric phenomena
大气消光,atmospheric extinction
大气盐度,atmospheric salinity
大气氧化剂,atmospheric oxidant
大气遥感,atmospheric remote sensing
大气振荡，大气涛动,atmospheric oscillation
大气质量,atmospheric mass
大水,inundation
大天气型,gross weather pattern
大温暖期,megathermal period
大温暖气候,megathermal climate
代用气候记录,proxy climate record
代用资料,proxy data
带[状]光谱,band spectrum
带模式,band model
倒春寒,late spring cold
等变高线,isallohypse
湿期,wet spell
滴谱仪,droplet collector
笛卡儿坐标,Cartesian coordinates
底层水,bottom water
地面雾,ground fog
地形气候,topoclimate
地转风,geostrophic wind
地转惯性不稳定,geostrophic inertial instability
递推公式，循环公式,recurrence formula
第二类条件[性]不稳定,"conditional instability of the second kind, CISK"
第二型冷锋,type II cold front
典型变量,canonical variable
电码符号,code symbol
电码说明,code specification
电码型式,code form
定高气球,constant level balloon
定量降水预报,"quantitative precipitation forecast, QPF"
定量预报,quantitative forecast
定容比热,specific heat at constant volume
定态,stationary state
定向测雨器,vector gauge
定向切变,directional shear
东北低压,Northeast China low
动力黏性系数,dynamic viscosity coefficient
冻土,frozen soil
冻土器,frozen soil apparatus
对比遥测光度计,contrast telephotometer
对称不稳定,symmetric instability
对流回波,convective echoes
对流加热,convective heating
对流冷却,convective cooling
对流模式,convection model
多次闪击,multiple stroke
多级采样器,cascade impactor
多季性陆地结冰,taryn
多年冻土,pergelisol
科纳气旋,kona cyclone
科氏参数,Coriolis parameter
空气样本,air sample
冷带,cold belt
南极绕极流,"Antarctic Circumpolar Current, ACC"
南极涡,antarctic polar vortex
年距平,annual anomaly
年平均温度,mean annual temperature
暖锋型切变,warm front type shear
暖锋云系,warm front cloud system
碰并过程,collision-coalescence process
碰撞理论,collision theory
片状闪电,sheet lightning
平流层爆发［性］增温,stratospheric sudden warming
全球能量水循环实验,"Global Energy and Water Cycle Experiment, GEWEX"
全球气候,global climate
日本［暖］海流,Japan current
日变风,diurnal wind
日变化,diurnal variation
散见E层,sporadic E
生物圈反照率回馈,biosphere-albedo feedback
盛夏,midsummer
室内小气候,cryptoclimate
适旱植物，喜旱植物,xerophilous plant
双向反射函数,"bidirectional reflection function, BDRF"
水平范围,horizontal extent
水团变性,water mass transformation
酸沉降,acid deposition
酸烟[雾],acid fume
太阳-天气相关,sun-weather correlation
通风电容仪,aspirated electrical capacitor
统计量,statistic
万亿分体积比,"parts per trillion by volume, pptv"
万有引力常数,universal gravitational constant
微气象学,micrometeorology
线对流,line convection
小冰期,Little Ice Age
行星尺度系统,planetary scale system
絮状高积云,"altocumulus floccus, Ac flo"
絮状卷云,"cirrus floccus, Ci flo"
百(词头),hecto-
比容,specific volume
防雹火箭,antihail rocket
防洪,flood control
高吹沙,blowing sand
高吹雪,blowing snow
高空分析,upper-air analysis
海拔,elevation
海水污染,seawater pollution
海洋赤道,oceanographic equator
寒害,cold damage
黑潮,Kuroshio
甲烷,methane
角反射器,corner reflector
拉格朗日方程,Lagrangian equation
粗差,gross error
叠加,superposition
冷平流,cold advection
毛毛雨,drizzle
民用日,civil day
摩擦速度,friction velocity
摩擦曳力,frictional drag
水汽含量,moisture content
碳同位素,carbon isotope
天文曙暮光,astronomical twilight
位移,migration
有限振幅,finite amplitude
育苗室,phytotrone
植被,vegetation cover
中子,neutron
重力波,gravity wave
主虹,primary rainbow
主站,master station
子午圈,meridian circle
自由波,free wave
冰核,ice nucleus
侧风,lateral wind
层云,"stratus, St"
冻害,freezing injury
阿拉斯加海流,Alaskan Stream
白霜,hoar frost
雹瓣,hail lobe
雹暴,hailstorm
氘核,deuteron
倒槽,inverted trough
黑霜,black frost
黑雨,black rain
洪水,inundation
虹,rainbow
厚度平流,thickness advection
厚度型,relative topography
雷,thunder
冷地,cold pool
冷度日,cold degree day
流管,stream tube
流光,streamer
碰撞,collision
片冰,sheet ice
偏差,deviation
平流方程,advection equation
气候统计,climatic statistics
秋分潮,autumnal equinox tide
秋老虎,Indian summer
全球分析,global analysis
日珥,solar prominence
火山闪电,volcanic lightning
霍尔效应,Hall effect
霍夫函数,Hough function
霍普分岔,Hopf bifurcation
均质层,homosphere
机载雷达,airborne radar
机载搜索雷达,airborne search radar
机载直接辐射表,aircraft actinometer
积雨云模式,cumulonimbus model
吉布斯函数,Gibbs function
吉布斯现象,Gibbs phenomenon
极轨卫星,"polar orbiting satellite, POS"
极化率,polarizability
极距,polar distance
极夜急流,polar night jet
急流云[系],jet stream cloud [system]
急流轴,axis of jet stream
集成预报,consensus forecast
脊线,ridge line
脊状卷云,"cirrus vertebratus, Ci ve"
季风低压,monsoon depression
季风辐合带,monsoon convergence zone
季风海流,monsoon current
季风环流,monsoon circulation
季风季节,monsoon season
近地点,perigee
界面波,boundary wave
近地面层,ground layer
雾,"brume, fog"
精[确]度,accuracy
景观气候学,landscape climatology
径向速度,radial velocity
静力初值化,static initialization
静力近似,hydrostatic approximation
静力能量,static energy
静力平衡,static equilibrium
静力适应过程,hydrostatic adjustment process
局部导数,local derivative
局地变化,local variation
局地各向同性[湍流],local isotropic [turbulence]
局地环流,local circulation
局地气候学,local climatology
局地强风暴,severe local storm
局地预报,local forecast
局地作用，局域作用,local action
绝对黑体,absolute black boby
军事气候志,military climatography
空间尺度,spatial scale
空间域,space domain
空气污染模拟,air pollution modeling
空气污染模式,air pollution model
空气污染物,air pollutant
空气污染物含量,load of air pollutant
空气污染物排放标准,air pollutant emission standard
空气污染指数,air pollution index
空气雾化器,air atomizer
枯水年,low flow year
快速傅里叶变换,"fast Fourier transform, FFT"
快速傅里叶逆变换,"fast Fourier transform inverse, FFTI"
宽带通量发射率,broadband flux emissivity
扩散,diffusion
扩散方程,diffusion equation
扩散率,diffusivity
廓线,profile
廓线仪,profiler
拉布拉多[冷]海流,Labrador current
拉格朗日插值,Lagrange interpolation
拉格朗日平流格式,Lagrangian advective scheme
拉格朗日相关,Lagrangian correlation
拉格朗日坐标,Lagrangian coordinates
雷电计,ceraunograph
雷电仪,ceraunometer
雷诺数,Reynolds number
雷诺应力,Reynolds stress
冷气团,cold air mass
冷区,cold sector
离解光致电离,dissociative photoionization
离子交换,ion exchange
离子迁移,ion migration
离子迁移率,ion mobility
离子寿命,ion life
李亚普诺夫稳定性,Liapunov stability
理想流体,ideal fluid
亮带,bright band
亮度温度,brightness temperature
临边扫描法,limb scanning method
临边增亮,limb brightening
临界波长,critical wavelength
陆雾,land fog
马尔可夫过程,Markov process
毛卷层云,"cirrostratus filosus, Cs fil"
热焓,thermal enthalpy
热力学模式,thermodynamic model
人工雷电抑制,lightning suppression
人工气候,climatization
人工气候室,climatic chamber
人工小气候,artificial mictoclimate
人工影响气候,climate modification
人工影响天气,weather modification
人机结合,man-machine mix
人机结合天气预报,man-machine weather forecast
人类气候,human climate
容许误差,admissible error
溶跃面,lysocline
融[化]点,melting point
撒哈拉尘,Saharan dust
扫描辐射仪,"scanning radiometer, SR"
森林气候,forest climate
沙[尘]暴,sandstorm
沙卷,sand devil
山地气候,mountain climate
山地气象学,mountain meteorology
山谷风,mountain-valley breezes
闪电电流,lightning current
闪电回波,lightning echo
摄氏温度表,Celsius thermometer
伸展轴,dilatation axis
深对流,deep convection
甚低频,"very low frequency, VLF"
甚高频测向器,VHF direction finder
甚高频雷达,VHF radar
渗漏,seepage
渗透作用,percolation
声波,"acoustic wave, sound wave"
声波反射云,acoustic cloud
声功率级,sound power level
声重力惯性波,sound inertia-gravity wave
施密特数,Schmidt number
