中文,英文
海洋生物生产力,marine biological productivity
海岸植被,maritime vegetation
光饱和点,light saturation point
距离效应,distance effect
距离隔离模型,isolation-by-distance model
绝对最低致死温度,absolute minimum fatal temerature
防治阈值,action threshold
放牧生态学,grazing ecology
防御物质,defensive substance
决定系数,coefficient of determination
竞争,competition
竞争平衡,competition equilibrium
竞争密度效应,competition-density effect
防沙林,sand protecting plantation
净增加量,net increase
基盖度,basal coverage
抗冻性,freezing resistance
基因生态同类群,genoecodeme
科普法则,Cope's rule
基因漂变,gene drift
基性岩,basic rock
立地,site
机会代价 择机代价,opportunity cost
可塑性,plasticity
利他行为,altruistic behavior
立木,standing tree
利他素 益他素,kairomone
机会种,opportunist species
抗体,antibody
抗污性,pollution resistance
可捕系数,catchability coefficient
可适应的生态系统管理,adaptive ecosystem management
栗钙土,chestnut soil
连通性,circuity
抗原,antigen
附着动物,epizoan
列联表,contingency table
覆盖作物,cover crop
极圈,polar circle
腐生菌群落,saprophytic bacteria community
连续稳定性群落,continuously stable community
概率单位变换,probit transformation
腐殖酸,humic acid
干谷,dry valley
负二项分布,negative binominal distribution
连续随机变量,continuous random variable
集群分布,clustered distribution
巢,nest
潮线,tidal line
从属种,subordinate species
大陆漂移假说,continental drift hypothesis
潮汐移动,tidal migration
丛生指标,clumping index
次要种,accessory species
大陆边缘,continental margin
巢式样方法,nested quadrat method
潮线下群落,subtidal community
达尔文学说,Darwinism
成虫,adult
潮汐林地,tidal woodland
超种,superspecies
大陆性冰川,continental glacier
粗腐殖质,raw humus
成体,adult
粗放放牧地,extensive pasture
超微型浮游植物,picophytoplankton
斑块-廊道-基质模式,patch-corridor-matrix model
白箱模型,white box model
保护地,protected area
城市热岛效应,urban heat island
大型消费者,macro-consumer
多态性 多态现象,polymorphism
白色农业,white agriculture
多维超体积生态位,multidimensional hypervolume niche
城市生态学,urban ecology
半自然群落,seminatural community
多配制,polygamy
半分化种,semispecies
柏木沼泽,cypress swamp
城市社会生态学,urban socioecology
环境生物学,environmental biology
半自然生态系统,seminatural ecosystem
池塘演替,pond succession
倍增时间,doubling time
常绿草本群落,sempervirentherbosa
常绿阔叶林 照叶林,evergreen broadleaf forest
阿根廷草原 潘帕斯群落,pampas
形成层,cambium
阿利律,Allee's law
超富营养湖,hypertrophic lake
硝酸盐还原细菌,nitrate-reducing bacteria
常雨乔木群落 常雨林,pluviisilvae
超微微型浮游生物,femtoplankton
暗呼吸,dark respiration
巴西疏木草原,campo sujo
北回归线,Tropic of Cancer
超深渊水层带,hadopelagic zone
北方两洋分布,amphi-boreal distribution
被动散布,passive dispersal
艾伦律,Allen's rule
岸礁,fringing reef
超深渊动物区系,hadal fauna
澳洲界,Australasian
矮石南灌丛,dwarf shrub heath
巴西草原,campo
冰芯,ice core
表观光合作用,apparent photosynthesis
表观密度 视密度,apparent density
比热,specific heat
冰帽,ice cap
标准代谢率,standard metabolic rate
出生率,natality
次级生产力 第二性生产力,secondary productivity
雌雄同株,hermaphrodite
垂直带,altitudinal zone
次级生产量 第二性生产量,secondary production
次级消费者,secondary consumer
雌雄同体,hermaphrodite
磁极,magnetic pole
多年生草本,perennial herb
多度指数 丰度指数,index of abundance
多年生禾草,perennial grass
次生灭绝,secondary extinction
捕获 诱捕,trapping
抽彩式竞争,lottery competition
处理时间,handling time
纯系,pure line
亚优势木,subdominant tree
漂浮植物,floating plant
前适应 预适应,preadaptation
卤水,brine water
洄游群,migratory group
物种丰富度,species richness
末期相,final phase
生物潜力 繁殖潜力,biotic potential
亚优势种,subdominant species
红壤,red earth
序贯抽样,sequential sampling
风干重,air dry weight
亚致死浓度,sublethal concentration
营养周转率,nutrient turnover rate
冰川,glacier
模型,model
土链,catena
海洋生态学,marine ecology
淀粉叶,starchy leaf
复式火山,composite volcano
演替系列期,seral stage
自花受精,autogamy
母性行为,maternal behavior
鸟粪,guano
地衣,lichen
亚致死剂量,sublethal dosage
生态保护,ecological conservation
能量流动 能流,energy flow
前进进化 累变发生,anagenesis
生物修复,bioremediation
单食者,monophage
秘鲁草原 洛马群落,loma
变态,metamorphosis
单倍体,haploid
单配种,monogamous species
冰水沉积平原,outwash plain
本能,instinct
标记法,marking method
单次生殖,semelparity
标记重捕法 标志重捕法,mark-recapture method
避性,avoidance
比湿,specific humidity
单倍二倍性,haplodiploidy
食物关系,food relationship
时间生态位,temporal niche
生殖腺,gonad
食粪性,coprophagy
时滞,time lag
食微生物动物,microbivore
时度,degree-hour
失控性选择,runaway sexual selection
石化林,petrified forest
生理寿命,physiological longevity
湿草原,grass fen
石灰岩,limestone
生理时间,physiological time
食谷动物,granivore
生长季,growing season
尸养寄生物,necrotrophic parasite
生长分析,growth analysis
石灰岩性植物群落,calcipetrile
外分泌腺,exocrine gland
土壤肥力,soil fertility
脱氨作用,deamination
土壤发生过程,pedogenic process
土壤碱化作用,soil alkalization
微生物农药,microbial pesticide
土壤萎蔫系数,soil wilting coefficient
微生物区系,microbiota
土壤容重,soil bulk density
嗜流性植被,rheophilic vegetation
小球茎,cormlet
微生物食物环,microbial food loop
土壤顶极群落,edaphic climax community
生态植物地理学,ecological plant geography
生态型,ecotype
嗜冷生物,psychrophilic organism
生态一致性,ecological consistence
嗜热生物,thermal organism
外来种,"alien species,exotic species"
水边湿地,fringe wetland
小生境,microhabitat
抑制,inhibition
小型[底栖]动物,meiofauna
树径测量,diameter measurement
遗传结构,genetic structure
水布植物,hydrochore
异质性指数,heterogeneity index
梳理,preening
衰老,senescence
树木年代学,dendrochronology
疏灌丛,shrubland
抑制素,inhibin
遗传负荷,genetic load
束缚水 结合水,bound water
遗传分化系数,genetic differentiation coefficient
树势,tree vigor
死浮游生物,necroplankton
水生生物,hydrobiont
生殖毒性 遗传毒性,genotoxicity
先锋阶段,pioneer stage
狭盐性,stenohaline
鲜重,fresh weight
嫌城市植物,urbanophobe plant
细粒景观,fine-grained landscape
狭盐种,stenohaline species
狭温性生物,stenotherm
先锋种,pioneer species
现存[产]量,standing yield
夏绿硬叶林 夏绿硬叶木本群落,aestidurilignosa
先天行为,innate behavior
瞬时渔获死亡率,instantaneous rate of fishing mortality
瞬时补充率,instantaneous rate of recruitment
狭食性,stenophagy
水生生物学,hydrobiology
威吓行为,threat behavior
微地形 微地貌,micro-topography
外温动物,ectotherm
向岸流,onshore current
外因,extrinsic factor
硝化细菌,nitrobacteria
消费者,consumer
威吓色,threatening coloration
限制因子,limiting factor
确限度,exclusiveness
群落代谢,community metabolism
群落镶嵌,community mosaic
群落整体性 群落整合性,community integration
全日潮,diurnal tide
缺陷原则,handicap principle
群落总生产率,community gross production rate
群落类型,community type
群落遗传学 群落演替学,syngenetics
耐干燥性,desiccation tolerance
迁徙,migration
群居寄生,gregarious parasitism
群落连续体,community continuum
人工选择,artificial selection
人工气候,man-made climate
热带旱生林,thorn forest
热带雨林生物群系,tropical rain forest biome
溶解氧,dissolved oxygen
食物链,food chain
生理出生率,physiological natality
始新世,Eocene Epoch
群系,formation
热污染,thermal pollution
日活动型,diurnal type
社会信息素,social pheromone
热带旱生灌丛 荆棘灌丛,thorn scrub
热点,hot spot
人为分布,brotochore
生境适宜度指数,habitat suitability index
食物净值,net food value
日[照]中性植物,day-neutral plant
日积温,daily cumulative temperature
冗余种假说 物种冗余假说,species redundancy hypothesis
热带稀树草原 萨瓦纳,savanna
生态隔离,ecological isolation
生态寿命,ecological longevity
试验误差,experimental error
试错学习,trial and error learning
生态幅[度],ecological amplitude
生态重叠,ecological overlap
生态顶极,ecological climax
生态农场,ecological farm
试验植被,experimental vegetation
生态平衡,ecological equilibrium
生态时间,ecological time
生死比率,birth/death ratio
生态繁殖群,ecodeme
适酸植物,acid plant
生态常数,ecological constant
生态平衡表,ecological balance sheet
适洞动物,eucaval animal
生态出生率 实际出生率,ecological natality
生态过渡带 群落交错区,ecotone
生理种,physiological species
视觉通信,visual communication
适钙植物,calciphilous plant
生态等值种,ecological equivalent
生态系统分室模型,compartment model of ecosystem
生物顶极群落,biotic climax
亲代投资,parental investment
生物半衰期,biological half-life
生态调节,ecoregulation
侵害,disoperation
生物测定,biological assay
生态系统净交换,net ecosystem exchange
生物层积学,biostratinomy
生态位分离,niche separation
生物多样性公约,Convention on Biological Diversity
潜育作用,gleization
生物地层学,biostratigraphy
生物量增量,biomass increment
碎屑,detritus
异花授粉,cross pollination
生物气溶胶,bioaerosol
异养演替,heterotrophic succession
生物退化,biodeterioration
蚁群气味,colony odor
生物群系,biome
碎屑食物途径,detrital pathway
生物扰动,bioturbation
生物转化,biological transformation
生物量锥体 生物量金字塔,pyramid of biomass
生物矿化,biomineralization
生物悬浮物,bioseston
生物区系,biota
育雏数,brood size
野火,wildfire
营养跃层 营养突变区,nutricline
遗传传递,genetic transmission
雨凇,glaze
—级处理 初级处理,primary treatment
叶面吸收,foliar absorption
幼体生殖,paedogenesis
遗传多态性,genetic polymorphism
郁闭[森]林 密[闭森]林,closed forest
欲求行为,appetitive behavior
委内瑞拉草原,llano
原生生物,protist
预向动作,intention movement
温度性迁移,thermal migration
稳定草场 永久牧场,permanent pasture
温室效应,greenhouse effect
温跃层,thermocline
稳定周期性振动,stable cyclic oscillation
卫星影像,satellite image
无限增长,indeterminate growth
育种,breeding
稳定同位素分析,stable isotope analysis
温带草原,temperate grassland　
物种识别,species recognition
新北界,Nearctic Realm
